第4741回,2017/09/01,906,106口,"83,800円",445口,"13,900円",232口,"48,800円",822口,"6,900円",563口,"8,300円"
第4742回,2017/09/04,630,125口,"85,400円",578口,"14,200円",233口,"49,800円",982口,"7,100円",524口,"8,500円"
第4743回,2017/09/05,058,68口,"105,900円",401口,"17,600円",134口,"61,700円",827口,"8,800円",369口,"10,500円"
第4744回,2017/09/06,301,104口,"76,700円",481口,"12,700円",197口,"44,700円",889口,"6,300円",679口,"7,600円"
第4745回,2017/09/07,297,52口,"83,900円",585口,"13,900円",176口,"48,900円","1,222口","6,900円",483口,"8,300円"
第4746回,2017/09/08,707,83口,"96,900円",255口,"32,300円",166口,"64,600円",281口,"16,100円",502口,"9,600円"
第4747回,2017/09/11,199,126口,"74,700円",413口,"24,900円",204口,"49,800円",489口,"12,400円",738口,"7,400円"
第4748回,2017/09/12,147,73口,"74,900円",570口,"12,400円",227口,"43,600円","1,106口","6,200円",338口,"7,400円"
第4749回,2017/09/13,302,82口,"81,700円",449口,"13,600円",230口,"47,600円",911口,"6,800円",472口,"8,100円"
第4750回,2017/09/14,648,60口,"99,000円",410口,"16,500円",147口,"57,700円",870口,"8,200円",479口,"9,900円"
第4751回,2017/09/15,132,102口,"67,000円",657口,"11,100円",300口,"39,000円","1,222口","5,500円",413口,"6,700円"
第4752回,2017/09/18,372,71口,"87,600円",582口,"14,600円",159口,"51,100円","1,166口","7,300円",606口,"8,700円"
第4753回,2017/09/19,005,74口,"113,400円",195口,"37,800円",96口,"75,600円",230口,"18,900円",427口,"11,300円"
第4754回,2017/09/20,684,53口,"127,800円",324口,"21,300円",90口,"74,500円",739口,"10,600円",335口,"12,700円"
第4755回,2017/09/21,276,55口,"119,800円",357口,"19,900円",113口,"69,800円",760口,"9,900円",303口,"11,900円"
第4756回,2017/09/22,222,536口,"55,700円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,731口,"5,500円"
第4757回,2017/09/25,313,153口,"75,400円",313口,"25,100円",244口,"50,200円",378口,"12,500円",572口,"7,500円"
第4758回,2017/09/26,214,83口,"79,900円",471口,"13,300円",216口,"46,600円",883口,"6,600円",505口,"7,900円"
第4759回,2017/09/27,228,103口,"83,100円",238口,"27,700円",203口,"55,400円",233口,"13,800円",441口,"8,300円"
第4760回,2017/09/28,347,77口,"88,900円",403口,"14,800円",190口,"51,800円",898口,"7,400円",353口,"8,800円"
第4761回,2017/09/29,573,103口,"86,500円",598口,"14,400円",154口,"50,400円","1,083口","7,200円",425口,"8,600円"
